index,unti1_rgb,unit1_bbox,unit1_centers,unit1_beam_index,num_objects
360,./unit1/camera_data/image_BS1_5116_03_30_52.jpg,"[[581, 72, 701, 111]]","[0.6677083333333333, 0.16944444444444445, 0.125, 0.07222222222222222]",42,1
361,./unit1/camera_data/image_BS1_2255_03_24_47.jpg,"[[825, 71, 941, 108]]","[0.9197916666666667, 0.16574074074074074, 0.12083333333333333, 0.06851851851851852]",55,1
364,./unit1/camera_data/image_BS1_6497_03_33_49.jpg,"[[342, 90, 499, 143]]","[0.43802083333333336, 0.21574074074074073, 0.16354166666666667, 0.09814814814814815]",23,1
366,./unit1/camera_data/image_BS1_5112_03_30_52.jpg,"[[633, 72, 749, 110]]","[0.7197916666666667, 0.1685185185185185, 0.12083333333333333, 0.07037037037037037]",44,1
367,./unit1/camera_data/image_BS1_6817_03_34_30.jpg,"[[660, 73, 778, 109]]","[0.7489583333333333, 0.1685185185185185, 0.12291666666666666, 0.06666666666666667]",46,1
368,./unit1/camera_data/image_BS1_7414_03_35_47.jpg,"[[653, 73, 760, 110]]","[0.7359375, 0.16944444444444445, 0.11145833333333334, 0.06851851851851852]",45,1
369,./unit1/camera_data/image_BS1_9286_03_39_50.jpg,"[[457, 71, 566, 110]]","[0.5328125, 0.1675925925925926, 0.11354166666666667, 0.07222222222222222]",33,1
370,./unit1/camera_data/image_BS1_7454_03_35_52.jpg,"[[288, 68, 389, 110]]","[0.35260416666666666, 0.1648148148148148, 0.10520833333333333, 0.07777777777777778]",2,1
371,./unit1/camera_data/image_BS1_3884_03_28_14.jpg,"[[241, 90, 400, 143]]","[0.3338541666666667, 0.21574074074074073, 0.165625, 0.09814814814814815]",17,1
372,./unit1/camera_data/image_BS1_623_03_21_17.jpg,"[[353, 91, 509, 142]]","[0.44895833333333335, 0.21574074074074073, 0.1625, 0.09444444444444444]",26,1
373,./unit1/camera_data/image_BS1_5349_03_31_22.jpg,"[[208, 93, 366, 145]]","[0.2989583333333333, 0.22037037037037038, 0.16458333333333333, 0.0962962962962963]",16,1
374,./unit1/camera_data/image_BS1_6824_03_34_31.jpg,"[[567, 74, 665, 110]]","[0.6416666666666667, 0.17037037037037037, 0.10208333333333333, 0.06666666666666667]",39,1
375,./unit1/camera_data/image_BS1_9273_03_39_48.jpg,"[[667, 75, 784, 113]]","[0.7557291666666667, 0.17407407407407408, 0.121875, 0.07037037037037037]",46,1
376,./unit1/camera_data/image_BS1_2039_03_24_19.jpg,"[[577, 91, 737, 140]]","[0.684375, 0.21388888888888888, 0.16666666666666666, 0.09074074074074075]",43,1
377,./unit1/camera_data/image_BS1_8603_03_38_20.jpg,"[[377, 91, 528, 141]]","[0.4713541666666667, 0.21481481481481482, 0.15729166666666666, 0.09259259259259259]",27,1
378,./unit1/camera_data/image_BS1_2857_03_26_03.jpg,"[[356, 73, 475, 113]]","[0.4328125, 0.17222222222222222, 0.12395833333333334, 0.07407407407407407]",27,1
380,./unit1/camera_data/image_BS1_5334_03_31_20.jpg,"[[1, 87, 108, 138]]","[0.05677083333333333, 0.20833333333333334, 0.11145833333333334, 0.09444444444444444]",3,1
381,./unit1/camera_data/image_BS1_6528_03_33_53.jpg,"[[602, 91, 756, 142]]","[0.7072916666666667, 0.21574074074074073, 0.16041666666666668, 0.09444444444444444]",42,1
382,./unit1/camera_data/image_BS1_8084_03_37_13.jpg,"[[560, 71, 654, 111]]","[0.6322916666666667, 0.1685185185185185, 0.09791666666666667, 0.07407407407407407]",39,1
383,./unit1/camera_data/image_BS1_4648_03_29_52.jpg,"[[37, 76, 157, 115]]","[0.10104166666666667, 0.17685185185185184, 0.125, 0.07222222222222222]",6,1
384,./unit1/camera_data/image_BS1_3358_03_27_08.jpg,"[[471, 91, 629, 142]]","[0.5729166666666666, 0.21574074074074073, 0.16458333333333333, 0.09444444444444444]",32,1
386,./unit1/camera_data/image_BS1_2292_03_24_51.jpg,"[[295, 74, 418, 113]]","[0.37135416666666665, 0.17314814814814813, 0.128125, 0.07222222222222222]",22,1
387,./unit1/camera_data/image_BS1_6237_03_33_16.jpg,"[[712, 72, 831, 108]]","[0.8036458333333333, 0.16666666666666666, 0.12395833333333334, 0.06666666666666667]",52,1
388,./unit1/camera_data/image_BS1_6288_03_33_23.jpg,"[[36, 76, 155, 113]]","[0.09947916666666666, 0.175, 0.12395833333333334, 0.06851851851851852]",6,1
389,./unit1/camera_data/image_BS1_5135_03_30_55.jpg,"[[347, 74, 472, 113]]","[0.4265625, 0.17314814814814813, 0.13020833333333334, 0.07222222222222222]",26,1
390,./unit1/camera_data/image_BS1_5893_03_32_32.jpg,"[[3, 91, 164, 143]]","[0.08697916666666666, 0.21666666666666667, 0.16770833333333332, 0.0962962962962963]",4,1
391,./unit1/camera_data/image_BS1_5384_03_31_27.jpg,"[[699, 91, 867, 143]]","[0.815625, 0.21666666666666667, 0.175, 0.0962962962962963]",49,1
392,./unit1/camera_data/image_BS1_1259_03_22_39.jpg,"[[5, 89, 141, 143]]","[0.07604166666666666, 0.21481481481481482, 0.14166666666666666, 0.1]",4,1
393,./unit1/camera_data/image_BS1_2055_03_24_21.jpg,"[[847, 83, 958, 132]]","[0.9401041666666666, 0.19907407407407407, 0.115625, 0.09074074074074075]",59,1
394,./unit1/camera_data/image_BS1_1309_03_22_46.jpg,"[[729, 89, 890, 137]]","[0.8432291666666667, 0.20925925925925926, 0.16770833333333332, 0.08888888888888889]",49,1
395,./unit1/camera_data/image_BS1_5381_03_31_26.jpg,"[[661, 91, 827, 143]]","[0.775, 0.21666666666666667, 0.17291666666666666, 0.0962962962962963]",47,1
396,./unit1/camera_data/image_BS1_7455_03_35_52.jpg,"[[268, 69, 381, 109]]","[0.3380208333333333, 0.1648148148148148, 0.11770833333333333, 0.07407407407407407]",2,1
397,./unit1/camera_data/image_BS1_3365_03_27_08.jpg,"[[554, 89, 704, 143]]","[0.6552083333333333, 0.21481481481481482, 0.15625, 0.1]",39,1
398,./unit1/camera_data/image_BS1_1050_03_22_12.jpg,"[[193, 76, 316, 114]]","[0.26510416666666664, 0.17592592592592593, 0.128125, 0.07037037037037037]",14,1
399,./unit1/camera_data/image_BS1_9311_03_39_53.jpg,"[[72, 73, 175, 104]]","[0.12864583333333332, 0.1638888888888889, 0.10729166666666666, 0.05740740740740741]",7,1
400,./unit1/camera_data/image_BS1_991_03_22_05.jpg,"[[813, 71, 941, 108]]","[0.9135416666666667, 0.16574074074074074, 0.13333333333333333, 0.06851851851851852]",55,1
401,./unit1/camera_data/image_BS1_361_03_20_44.jpg,"[[0, 73, 114, 114]]","[0.059375, 0.17314814814814813, 0.11875, 0.07592592592592592]",4,1
402,./unit1/camera_data/image_BS1_5356_03_31_23.jpg,"[[308, 92, 471, 144]]","[0.40572916666666664, 0.21851851851851853, 0.16979166666666667, 0.0962962962962963]",22,1
403,./unit1/camera_data/image_BS1_1034_03_22_10.jpg,"[[375, 72, 490, 112]]","[0.4505208333333333, 0.17037037037037037, 0.11979166666666667, 0.07407407407407407]",29,1
404,./unit1/camera_data/image_BS1_1289_03_22_43.jpg,"[[427, 90, 584, 143]]","[0.5265625, 0.21574074074074073, 0.16354166666666667, 0.09814814814814815]",30,1
405,./unit1/camera_data/image_BS1_2527_03_25_21.jpg,"[[128, 88, 290, 143]]","[0.21770833333333334, 0.21388888888888888, 0.16875, 0.10185185185185185]",11,1
406,./unit1/camera_data/image_BS1_5901_03_32_33.jpg,"[[115, 90, 281, 144]]","[0.20625, 0.21666666666666667, 0.17291666666666666, 0.1]",11,1
407,./unit1/camera_data/image_BS1_2591_03_25_29.jpg,"[[553, 89, 701, 140]]","[0.653125, 0.21203703703703702, 0.15416666666666667, 0.09444444444444444]",39,1
409,./unit1/camera_data/image_BS1_4582_03_29_44.jpg,"[[798, 72, 919, 109]]","[0.8942708333333333, 0.1675925925925926, 0.12604166666666666, 0.06851851851851852]",55,1
410,./unit1/camera_data/image_BS1_4324_03_29_11.jpg,"[[157, 89, 307, 142]]","[0.24166666666666667, 0.21388888888888888, 0.15625, 0.09814814814814815]",11,1
411,./unit1/camera_data/image_BS1_3868_03_28_12.jpg,"[[4, 90, 164, 143]]","[0.0875, 0.21574074074074073, 0.16666666666666666, 0.09814814814814815]",4,1
412,./unit1/camera_data/image_BS1_3876_03_28_13.jpg,"[[123, 86, 290, 142]]","[0.21510416666666668, 0.2111111111111111, 0.17395833333333333, 0.1037037037037037]",11,1
413,./unit1/camera_data/image_BS1_584_03_21_12.jpg,"[[76, 90, 246, 144]]","[0.16770833333333332, 0.21666666666666667, 0.17708333333333334, 0.1]",8,1
414,./unit1/camera_data/image_BS1_8119_03_37_17.jpg,"[[75, 75, 211, 115]]","[0.14895833333333333, 0.17592592592592593, 0.14166666666666666, 0.07407407407407407]",8,1
415,./unit1/camera_data/image_BS1_645_03_21_20.jpg,"[[519, 89, 671, 143]]","[0.6197916666666666, 0.21481481481481482, 0.15833333333333333, 0.1]",39,1
417,./unit1/camera_data/image_BS1_6523_03_33_53.jpg,"[[556, 90, 712, 144]]","[0.6604166666666667, 0.21666666666666667, 0.1625, 0.1]",39,1
418,./unit1/camera_data/image_BS1_9922_03_41_12.jpg,"[[37, 70, 149, 102]]","[0.096875, 0.15925925925925927, 0.11666666666666667, 0.05925925925925926]",6,1
419,./unit1/camera_data/image_BS1_5340_03_31_21.jpg,"[[42, 90, 210, 145]]","[0.13125, 0.2175925925925926, 0.175, 0.10185185185185185]",7,1
420,./unit1/camera_data/image_BS1_3326_03_27_03.jpg,"[[51, 91, 227, 144]]","[0.14479166666666668, 0.2175925925925926, 0.18333333333333332, 0.09814814814814815]",7,1
421,./unit1/camera_data/image_BS1_7859_03_36_44.jpg,"[[742, 90, 899, 138]]","[0.8546875, 0.2111111111111111, 0.16354166666666667, 0.08888888888888889]",51,1
422,./unit1/camera_data/image_BS1_2812_03_25_58.jpg,"[[820, 72, 946, 108]]","[0.9197916666666667, 0.16666666666666666, 0.13125, 0.06666666666666667]",55,1
423,./unit1/camera_data/image_BS1_326_03_20_39.jpg,"[[381, 71, 497, 112]]","[0.45729166666666665, 0.16944444444444445, 0.12083333333333333, 0.07592592592592592]",28,1
424,./unit1/camera_data/image_BS1_6559_03_33_57.jpg,"[[887, 87, 958, 134]]","[0.9609375, 0.20462962962962963, 0.07395833333333333, 0.08703703703703704]",60,1
425,./unit1/camera_data/image_BS1_1288_03_22_43.jpg,"[[410, 90, 567, 144]]","[0.5088541666666667, 0.21666666666666667, 0.16354166666666667, 0.1]",29,1
426,./unit1/camera_data/image_BS1_4595_03_29_46.jpg,"[[677, 72, 783, 109]]","[0.7604166666666666, 0.1675925925925926, 0.11041666666666666, 0.06851851851851852]",47,1
428,./unit1/camera_data/image_BS1_4642_03_29_52.jpg,"[[134, 77, 246, 117]]","[0.19791666666666666, 0.17962962962962964, 0.11666666666666667, 0.07407407407407407]",11,1
429,./unit1/camera_data/image_BS1_6239_03_33_16.jpg,"[[692, 72, 803, 109]]","[0.7786458333333334, 0.1675925925925926, 0.115625, 0.06851851851851852]",48,1
430,./unit1/camera_data/image_BS1_4368_03_29_16.jpg,"[[765, 87, 936, 138]]","[0.8859375, 0.20833333333333334, 0.178125, 0.09444444444444444]",52,1
432,./unit1/camera_data/image_BS1_310_03_20_37.jpg,"[[514, 73, 618, 111]]","[0.5895833333333333, 0.17037037037037037, 0.10833333333333334, 0.07037037037037037]",37,1
433,./unit1/camera_data/image_BS1_9520_03_40_20.jpg,"[[576, 93, 732, 144]]","[0.68125, 0.21944444444444444, 0.1625, 0.09444444444444444]",42,1
434,./unit1/camera_data/image_BS1_3349_03_27_06.jpg,"[[367, 91, 523, 141]]","[0.4635416666666667, 0.21481481481481482, 0.1625, 0.09259259259259259]",27,1
435,./unit1/camera_data/image_BS1_4138_03_28_47.jpg,"[[452, 71, 545, 109]]","[0.5192708333333333, 0.16666666666666666, 0.096875, 0.07037037037037037]",2,1
436,./unit1/camera_data/image_BS1_9469_03_40_13.jpg,"[[137, 80, 259, 120]]","[0.20625, 0.18518518518518517, 0.12708333333333333, 0.07407407407407407]",6,1
437,./unit1/camera_data/image_BS1_679_03_21_24.jpg,"[[832, 85, 956, 133]]","[0.93125, 0.20185185185185187, 0.12916666666666668, 0.08888888888888889]",58,1
438,./unit1/camera_data/image_BS1_8632_03_38_24.jpg,"[[759, 88, 930, 139]]","[0.8796875, 0.2101851851851852, 0.178125, 0.09444444444444444]",54,1
439,./unit1/camera_data/image_BS1_7445_03_35_51.jpg,"[[469, 68, 585, 106]]","[0.5489583333333333, 0.16111111111111112, 0.12083333333333333, 0.07037037037037037]",10,1
440,./unit1/camera_data/image_BS1_9276_03_39_48.jpg,"[[619, 76, 729, 113]]","[0.7020833333333333, 0.175, 0.11458333333333333, 0.06851851851851852]",44,1
441,./unit1/camera_data/image_BS1_283_03_20_34.jpg,"[[703, 73, 818, 109]]","[0.7921875, 0.1685185185185185, 0.11979166666666667, 0.06666666666666667]",49,1
442,./unit1/camera_data/image_BS1_4320_03_29_10.jpg,"[[74, 90, 243, 142]]","[0.16510416666666666, 0.21481481481481482, 0.17604166666666668, 0.0962962962962963]",9,1
443,./unit1/camera_data/image_BS1_4828_03_30_15.jpg,"[[377, 88, 529, 139]]","[0.471875, 0.2101851851851852, 0.15833333333333333, 0.09444444444444444]",26,1
444,./unit1/camera_data/image_BS1_672_03_21_24.jpg,"[[774, 88, 941, 139]]","[0.8932291666666666, 0.2101851851851852, 0.17395833333333333, 0.09444444444444444]",54,1
445,./unit1/camera_data/image_BS1_5129_03_30_54.jpg,"[[421, 71, 534, 112]]","[0.4973958333333333, 0.16944444444444445, 0.11770833333333333, 0.07592592592592592]",31,1
446,./unit1/camera_data/image_BS1_2517_03_25_20.jpg,"[[15, 90, 188, 144]]","[0.10572916666666667, 0.21666666666666667, 0.18020833333333333, 0.1]",6,1
447,./unit1/camera_data/image_BS1_6274_03_33_21.jpg,"[[234, 76, 348, 112]]","[0.303125, 0.17407407407407408, 0.11875, 0.06666666666666667]",17,1
448,./unit1/camera_data/image_BS1_6496_03_33_49.jpg,"[[328, 91, 486, 143]]","[0.4239583333333333, 0.21666666666666667, 0.16458333333333333, 0.0962962962962963]",23,1
449,./unit1/camera_data/image_BS1_4793_03_30_11.jpg,"[[1, 84, 114, 135]]","[0.059895833333333336, 0.20277777777777778, 0.11770833333333333, 0.09444444444444444]",3,1
450,./unit1/camera_data/image_BS1_9524_03_40_21.jpg,"[[629, 91, 786, 146]]","[0.7369791666666666, 0.21944444444444444, 0.16354166666666667, 0.10185185185185185]",45,1
451,./unit1/camera_data/image_BS1_5913_03_32_34.jpg,"[[278, 91, 439, 143]]","[0.3734375, 0.21666666666666667, 0.16770833333333332, 0.0962962962962963]",20,1
452,./unit1/camera_data/image_BS1_6834_03_34_33.jpg,"[[406, 71, 528, 113]]","[0.4864583333333333, 0.17037037037037037, 0.12708333333333333, 0.07777777777777778]",28,1
453,./unit1/camera_data/image_BS1_5390_03_31_27.jpg,"[[786, 92, 953, 143]]","[0.9057291666666667, 0.2175925925925926, 0.17395833333333333, 0.09444444444444444]",55,1
454,./unit1/camera_data/image_BS1_6539_03_33_55.jpg,"[[695, 91, 857, 141]]","[0.8083333333333333, 0.21481481481481482, 0.16875, 0.09259259259259259]",49,1
455,./unit1/camera_data/image_BS1_7400_03_35_45.jpg,"[[850, 71, 945, 106]]","[0.9348958333333334, 0.1638888888888889, 0.09895833333333333, 0.06481481481481481]",59,1
456,./unit1/camera_data/image_BS1_5398_03_31_28.jpg,"[[873, 88, 957, 134]]","[0.953125, 0.20555555555555555, 0.0875, 0.08518518518518518]",60,1
457,./unit1/camera_data/image_BS1_4633_03_29_50.jpg,"[[239, 75, 362, 114]]","[0.31302083333333336, 0.175, 0.128125, 0.07222222222222222]",17,1
458,./unit1/camera_data/image_BS1_6255_03_33_18.jpg,"[[488, 72, 602, 112]]","[0.5677083333333334, 0.17037037037037037, 0.11875, 0.07407407407407407]",37,1
459,./unit1/camera_data/image_BS1_5915_03_32_35.jpg,"[[306, 91, 462, 142]]","[0.4, 0.21574074074074073, 0.1625, 0.09444444444444444]",22,1
460,./unit1/camera_data/image_BS1_4332_03_29_12.jpg,"[[270, 90, 427, 142]]","[0.36302083333333335, 0.21481481481481482, 0.16354166666666667, 0.0962962962962963]",20,1
461,./unit1/camera_data/image_BS1_1295_03_22_44.jpg,"[[511, 91, 665, 144]]","[0.6125, 0.2175925925925926, 0.16041666666666668, 0.09814814814814815]",37,1
462,./unit1/camera_data/image_BS1_9848_03_41_02.jpg,"[[847, 75, 952, 113]]","[0.9369791666666667, 0.17407407407407408, 0.109375, 0.07037037037037037]",59,1
463,./unit1/camera_data/image_BS1_1286_03_22_43.jpg,"[[379, 91, 536, 143]]","[0.4765625, 0.21666666666666667, 0.16354166666666667, 0.0962962962962963]",27,1
465,./unit1/camera_data/image_BS1_8079_03_37_12.jpg,"[[592, 71, 713, 110]]","[0.6796875, 0.1675925925925926, 0.12604166666666666, 0.07222222222222222]",43,1
466,./unit1/camera_data/image_BS1_670_03_21_23.jpg,"[[756, 88, 923, 139]]","[0.8744791666666667, 0.2101851851851852, 0.17395833333333333, 0.09444444444444444]",51,1
467,./unit1/camera_data/image_BS1_9526_03_40_21.jpg,"[[654, 93, 807, 145]]","[0.7609375, 0.22037037037037038, 0.159375, 0.0962962962962963]",46,1
468,./unit1/camera_data/image_BS1_8104_03_37_15.jpg,"[[311, 75, 423, 113]]","[0.38229166666666664, 0.17407407407407408, 0.11666666666666667, 0.07037037037037037]",22,1
469,./unit1/camera_data/image_BS1_2838_03_26_01.jpg,"[[529, 72, 643, 112]]","[0.6104166666666667, 0.17037037037037037, 0.11875, 0.07407407407407407]",38,1
470,./unit1/camera_data/image_BS1_1052_03_22_13.jpg,"[[172, 77, 296, 114]]","[0.24375, 0.17685185185185184, 0.12916666666666668, 0.06851851851851852]",13,1
471,./unit1/camera_data/image_BS1_1059_03_22_14.jpg,"[[74, 76, 210, 116]]","[0.14791666666666667, 0.17777777777777778, 0.14166666666666666, 0.07407407407407407]",10,1
472,./unit1/camera_data/image_BS1_3869_03_28_12.jpg,"[[7, 91, 174, 142]]","[0.09427083333333333, 0.21574074074074073, 0.17395833333333333, 0.09444444444444444]",6,1
473,./unit1/camera_data/image_BS1_3644_03_27_44.jpg,"[[391, 73, 507, 113]]","[0.46770833333333334, 0.17222222222222222, 0.12083333333333333, 0.07407407407407407]",29,1
474,./unit1/camera_data/image_BS1_4596_03_29_46.jpg,"[[662, 72, 777, 109]]","[0.7494791666666667, 0.1675925925925926, 0.11979166666666667, 0.06851851851851852]",46,1
475,./unit1/camera_data/image_BS1_578_03_21_12.jpg,"[[9, 92, 187, 144]]","[0.10208333333333333, 0.21851851851851853, 0.18541666666666667, 0.0962962962962963]",6,1
476,./unit1/camera_data/image_BS1_680_03_21_25.jpg,"[[848, 84, 960, 133]]","[0.9416666666666667, 0.20092592592592592, 0.11666666666666667, 0.09074074074074075]",58,1
477,./unit1/camera_data/image_BS1_2543_03_25_23.jpg,"[[262, 89, 416, 141]]","[0.353125, 0.21296296296296297, 0.16041666666666668, 0.0962962962962963]",17,1
478,./unit1/camera_data/image_BS1_5103_03_30_51.jpg,"[[739, 73, 863, 109]]","[0.834375, 0.1685185185185185, 0.12916666666666668, 0.06666666666666667]",51,1
480,./unit1/camera_data/image_BS1_989_03_22_05.jpg,"[[825, 74, 950, 108]]","[0.9244791666666666, 0.1685185185185185, 0.13020833333333334, 0.06296296296296296]",57,1
481,./unit1/camera_data/image_BS1_4085_03_28_40.jpg,"[[718, 72, 832, 109]]","[0.8072916666666666, 0.1675925925925926, 0.11875, 0.06851851851851852]",51,1
483,./unit1/camera_data/image_BS1_8110_03_37_16.jpg,"[[216, 75, 351, 114]]","[0.2953125, 0.175, 0.140625, 0.07222222222222222]",17,1
484,./unit1/camera_data/image_BS1_8057_03_37_09.jpg,"[[806, 72, 921, 108]]","[0.8994791666666667, 0.16666666666666666, 0.11979166666666667, 0.06666666666666667]",55,1
485,./unit1/camera_data/image_BS1_8612_03_38_22.jpg,"[[495, 91, 652, 142]]","[0.5973958333333333, 0.21574074074074073, 0.16354166666666667, 0.09444444444444444]",37,1
486,./unit1/camera_data/image_BS1_4645_03_29_52.jpg,"[[71, 76, 211, 116]]","[0.146875, 0.17777777777777778, 0.14583333333333334, 0.07407407407407407]",9,1
487,./unit1/camera_data/image_BS1_6281_03_33_22.jpg,"[[141, 77, 240, 117]]","[0.1984375, 0.17962962962962964, 0.103125, 0.07407407407407407]",10,1
488,./unit1/camera_data/image_BS1_6527_03_33_53.jpg,"[[586, 92, 746, 143]]","[0.69375, 0.2175925925925926, 0.16666666666666666, 0.09444444444444444]",42,1
489,./unit1/camera_data/image_BS1_5372_03_31_25.jpg,"[[543, 91, 697, 147]]","[0.6458333333333334, 0.22037037037037038, 0.16041666666666668, 0.1037037037037037]",39,1
490,./unit1/camera_data/image_BS1_3893_03_28_16.jpg,"[[345, 90, 501, 141]]","[0.440625, 0.21388888888888888, 0.1625, 0.09444444444444444]",26,1
491,./unit1/camera_data/image_BS1_8105_03_37_16.jpg,"[[293, 76, 412, 113]]","[0.3671875, 0.175, 0.12395833333333334, 0.06851851851851852]",22,1
492,./unit1/camera_data/image_BS1_4352_03_29_14.jpg,"[[558, 90, 707, 140]]","[0.6588541666666666, 0.21296296296296297, 0.15520833333333334, 0.09259259259259259]",39,1
493,./unit1/camera_data/image_BS1_273_03_20_33.jpg,"[[784, 72, 898, 108]]","[0.8760416666666667, 0.16666666666666666, 0.11875, 0.06666666666666667]",55,1
494,./unit1/camera_data/image_BS1_1296_03_22_44.jpg,"[[525, 90, 680, 143]]","[0.6276041666666666, 0.21574074074074073, 0.16145833333333334, 0.09814814814814815]",38,1
495,./unit1/camera_data/image_BS1_3650_03_27_45.jpg,"[[304, 76, 429, 113]]","[0.38177083333333334, 0.175, 0.13020833333333334, 0.06851851851851852]",22,1
496,./unit1/camera_data/image_BS1_1049_03_22_12.jpg,"[[204, 77, 328, 113]]","[0.27708333333333335, 0.17592592592592593, 0.12916666666666668, 0.06666666666666667]",16,1
497,./unit1/camera_data/image_BS1_4651_03_29_53.jpg,"[[0, 76, 128, 115]]","[0.06666666666666667, 0.17685185185185184, 0.13333333333333333, 0.07222222222222222]",4,1
498,./unit1/camera_data/image_BS1_3603_03_27_39.jpg,"[[846, 69, 959, 107]]","[0.9401041666666666, 0.16296296296296298, 0.11770833333333333, 0.07037037037037037]",59,1
500,./unit1/camera_data/image_BS1_2026_03_24_17.jpg,"[[343, 91, 502, 142]]","[0.4401041666666667, 0.21574074074074073, 0.165625, 0.09444444444444444]",26,1
501,./unit1/camera_data/image_BS1_6850_03_34_35.jpg,"[[142, 75, 251, 117]]","[0.2046875, 0.17777777777777778, 0.11354166666666667, 0.07777777777777778]",14,1
502,./unit1/camera_data/image_BS1_8078_03_37_12.jpg,"[[602, 71, 723, 111]]","[0.6901041666666666, 0.1685185185185185, 0.12604166666666666, 0.07407407407407407]",43,1
503,./unit1/camera_data/image_BS1_7020_03_34_56.jpg,"[[336, 90, 490, 141]]","[0.43020833333333336, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444]",26,1
505,./unit1/camera_data/image_BS1_2577_03_25_28.jpg,"[[462, 90, 611, 142]]","[0.5588541666666667, 0.21481481481481482, 0.15520833333333334, 0.0962962962962963]",33,1
506,./unit1/camera_data/image_BS1_4880_03_30_22.jpg,"[[661, 89, 815, 138]]","[0.76875, 0.2101851851851852, 0.16041666666666668, 0.09074074074074075]",46,1
507,./unit1/camera_data/image_BS1_7842_03_36_42.jpg,"[[469, 91, 623, 140]]","[0.56875, 0.21388888888888888, 0.16041666666666668, 0.09074074074074075]",34,1
509,./unit1/camera_data/image_BS1_1318_03_22_47.jpg,"[[847, 83, 958, 129]]","[0.9401041666666666, 0.1962962962962963, 0.115625, 0.08518518518518518]",57,1
510,./unit1/camera_data/image_BS1_2890_03_26_08.jpg,"[[694, 71, 799, 108]]","[0.7776041666666667, 0.16574074074074074, 0.109375, 0.06851851851851852]",2,1
511,./unit1/camera_data/image_BS1_9502_03_40_18.jpg,"[[384, 87, 531, 138]]","[0.4765625, 0.20833333333333334, 0.153125, 0.09444444444444444]",27,1
512,./unit1/camera_data/image_BS1_4349_03_29_14.jpg,"[[518, 89, 665, 141]]","[0.6161458333333333, 0.21296296296296297, 0.153125, 0.0962962962962963]",37,1
513,./unit1/camera_data/image_BS1_6546_03_33_56.jpg,"[[766, 90, 931, 141]]","[0.8838541666666667, 0.21388888888888888, 0.171875, 0.09444444444444444]",54,1
515,./unit1/camera_data/image_BS1_8065_03_37_10.jpg,"[[729, 72, 848, 109]]","[0.8213541666666667, 0.1675925925925926, 0.12395833333333334, 0.06851851851851852]",51,1
517,./unit1/camera_data/image_BS1_4573_03_29_43.jpg,"[[880, 72, 951, 108]]","[0.9536458333333333, 0.16666666666666666, 0.07395833333333333, 0.06666666666666667]",59,1
518,./unit1/camera_data/image_BS1_6475_03_33_47.jpg,"[[57, 91, 226, 144]]","[0.14739583333333334, 0.2175925925925926, 0.17604166666666668, 0.09814814814814815]",9,1
519,./unit1/camera_data/image_BS1_8578_03_38_17.jpg,"[[6, 89, 152, 142]]","[0.08229166666666667, 0.21388888888888888, 0.15208333333333332, 0.09814814814814815]",3,1
520,./unit1/camera_data/image_BS1_3926_03_28_20.jpg,"[[802, 88, 960, 137]]","[0.9177083333333333, 0.20833333333333334, 0.16458333333333333, 0.09074074074074075]",55,1
521,./unit1/camera_data/image_BS1_268_03_20_32.jpg,"[[824, 72, 945, 107]]","[0.9213541666666667, 0.16574074074074074, 0.12604166666666666, 0.06481481481481481]",55,1
522,./unit1/camera_data/image_BS1_1069_03_22_15.jpg,"[[2, 69, 84, 114]]","[0.04479166666666667, 0.16944444444444445, 0.08541666666666667, 0.08333333333333333]",2,1
523,./unit1/camera_data/image_BS1_8075_03_37_12.jpg,"[[634, 72, 754, 110]]","[0.7229166666666667, 0.1685185185185185, 0.125, 0.07037037037037037]",45,1
524,./unit1/camera_data/image_BS1_2044_03_24_20.jpg,"[[671, 89, 830, 139]]","[0.7817708333333333, 0.2111111111111111, 0.165625, 0.09259259259259259]",48,1
526,./unit1/camera_data/image_BS1_6491_03_33_49.jpg,"[[278, 92, 440, 144]]","[0.37395833333333334, 0.21851851851851853, 0.16875, 0.0962962962962963]",20,1
527,./unit1/camera_data/image_BS1_581_03_21_12.jpg,"[[52, 90, 220, 144]]","[0.14166666666666666, 0.21666666666666667, 0.175, 0.1]",6,1
528,./unit1/camera_data/image_BS1_5092_03_30_49.jpg,"[[875, 73, 955, 120]]","[0.953125, 0.1787037037037037, 0.08333333333333333, 0.08703703703703704]",58,1
529,./unit1/camera_data/image_BS1_4806_03_30_13.jpg,"[[180, 90, 338, 141]]","[0.26979166666666665, 0.21388888888888888, 0.16458333333333333, 0.09444444444444444]",14,1
531,./unit1/camera_data/image_BS1_5924_03_32_36.jpg,"[[415, 90, 569, 141]]","[0.5125, 0.21388888888888888, 0.16041666666666668, 0.09444444444444444]",29,1
532,./unit1/camera_data/image_BS1_575_03_21_11.jpg,"[[4, 90, 160, 144]]","[0.08541666666666667, 0.21666666666666667, 0.1625, 0.1]",4,1
533,./unit1/camera_data/image_BS1_8579_03_38_17.jpg,"[[4, 88, 162, 145]]","[0.08645833333333333, 0.21574074074074073, 0.16458333333333333, 0.10555555555555556]",4,1
534,./unit1/camera_data/image_BS1_9472_03_40_14.jpg,"[[50, 82, 216, 131]]","[0.13854166666666667, 0.19722222222222222, 0.17291666666666666, 0.09074074074074075]",7,1
