index,unit1_mask,unit1_beam_index
436,./resources/mobilenet_mask/image_BS1_9469_03_40_13.jpg,6
437,./resources/mobilenet_mask/image_BS1_679_03_21_24.jpg,58
438,./resources/mobilenet_mask/image_BS1_8632_03_38_24.jpg,54
439,./resources/mobilenet_mask/image_BS1_7445_03_35_51.jpg,10
440,./resources/mobilenet_mask/image_BS1_9276_03_39_48.jpg,44
441,./resources/mobilenet_mask/image_BS1_283_03_20_34.jpg,49
442,./resources/mobilenet_mask/image_BS1_4320_03_29_10.jpg,9
443,./resources/mobilenet_mask/image_BS1_4828_03_30_15.jpg,26
444,./resources/mobilenet_mask/image_BS1_672_03_21_24.jpg,54
445,./resources/mobilenet_mask/image_BS1_5129_03_30_54.jpg,31
446,./resources/mobilenet_mask/image_BS1_2517_03_25_20.jpg,6
447,./resources/mobilenet_mask/image_BS1_6274_03_33_21.jpg,17
448,./resources/mobilenet_mask/image_BS1_6496_03_33_49.jpg,23
449,./resources/mobilenet_mask/image_BS1_4793_03_30_11.jpg,3
450,./resources/mobilenet_mask/image_BS1_9524_03_40_21.jpg,45
451,./resources/mobilenet_mask/image_BS1_5913_03_32_34.jpg,20
452,./resources/mobilenet_mask/image_BS1_6834_03_34_33.jpg,28
453,./resources/mobilenet_mask/image_BS1_5390_03_31_27.jpg,55
454,./resources/mobilenet_mask/image_BS1_6539_03_33_55.jpg,49
455,./resources/mobilenet_mask/image_BS1_7400_03_35_45.jpg,59
456,./resources/mobilenet_mask/image_BS1_5398_03_31_28.jpg,60
457,./resources/mobilenet_mask/image_BS1_4633_03_29_50.jpg,17
458,./resources/mobilenet_mask/image_BS1_6255_03_33_18.jpg,37
459,./resources/mobilenet_mask/image_BS1_5915_03_32_35.jpg,22
460,./resources/mobilenet_mask/image_BS1_4332_03_29_12.jpg,20
461,./resources/mobilenet_mask/image_BS1_1295_03_22_44.jpg,37
462,./resources/mobilenet_mask/image_BS1_9848_03_41_02.jpg,59
463,./resources/mobilenet_mask/image_BS1_1286_03_22_43.jpg,27
465,./resources/mobilenet_mask/image_BS1_8079_03_37_12.jpg,43
466,./resources/mobilenet_mask/image_BS1_670_03_21_23.jpg,51
467,./resources/mobilenet_mask/image_BS1_9526_03_40_21.jpg,46
468,./resources/mobilenet_mask/image_BS1_8104_03_37_15.jpg,22
469,./resources/mobilenet_mask/image_BS1_2838_03_26_01.jpg,38
470,./resources/mobilenet_mask/image_BS1_1052_03_22_13.jpg,13
471,./resources/mobilenet_mask/image_BS1_1059_03_22_14.jpg,10
472,./resources/mobilenet_mask/image_BS1_3869_03_28_12.jpg,6
473,./resources/mobilenet_mask/image_BS1_3644_03_27_44.jpg,29
474,./resources/mobilenet_mask/image_BS1_4596_03_29_46.jpg,46
475,./resources/mobilenet_mask/image_BS1_578_03_21_12.jpg,6
476,./resources/mobilenet_mask/image_BS1_680_03_21_25.jpg,58
477,./resources/mobilenet_mask/image_BS1_2543_03_25_23.jpg,17
478,./resources/mobilenet_mask/image_BS1_5103_03_30_51.jpg,51
480,./resources/mobilenet_mask/image_BS1_989_03_22_05.jpg,57
481,./resources/mobilenet_mask/image_BS1_4085_03_28_40.jpg,51
483,./resources/mobilenet_mask/image_BS1_8110_03_37_16.jpg,17
484,./resources/mobilenet_mask/image_BS1_8057_03_37_09.jpg,55
485,./resources/mobilenet_mask/image_BS1_8612_03_38_22.jpg,37
486,./resources/mobilenet_mask/image_BS1_4645_03_29_52.jpg,9
487,./resources/mobilenet_mask/image_BS1_6281_03_33_22.jpg,10
488,./resources/mobilenet_mask/image_BS1_6527_03_33_53.jpg,42
489,./resources/mobilenet_mask/image_BS1_5372_03_31_25.jpg,39
490,./resources/mobilenet_mask/image_BS1_3893_03_28_16.jpg,26
491,./resources/mobilenet_mask/image_BS1_8105_03_37_16.jpg,22
492,./resources/mobilenet_mask/image_BS1_4352_03_29_14.jpg,39
493,./resources/mobilenet_mask/image_BS1_273_03_20_33.jpg,55
494,./resources/mobilenet_mask/image_BS1_1296_03_22_44.jpg,38
495,./resources/mobilenet_mask/image_BS1_3650_03_27_45.jpg,22
496,./resources/mobilenet_mask/image_BS1_1049_03_22_12.jpg,16
497,./resources/mobilenet_mask/image_BS1_4651_03_29_53.jpg,4
498,./resources/mobilenet_mask/image_BS1_3603_03_27_39.jpg,59
500,./resources/mobilenet_mask/image_BS1_2026_03_24_17.jpg,26
501,./resources/mobilenet_mask/image_BS1_6850_03_34_35.jpg,14
502,./resources/mobilenet_mask/image_BS1_8078_03_37_12.jpg,43
503,./resources/mobilenet_mask/image_BS1_7020_03_34_56.jpg,26
505,./resources/mobilenet_mask/image_BS1_2577_03_25_28.jpg,33
506,./resources/mobilenet_mask/image_BS1_4880_03_30_22.jpg,46
507,./resources/mobilenet_mask/image_BS1_7842_03_36_42.jpg,34
509,./resources/mobilenet_mask/image_BS1_1318_03_22_47.jpg,57
510,./resources/mobilenet_mask/image_BS1_2890_03_26_08.jpg,2
511,./resources/mobilenet_mask/image_BS1_9502_03_40_18.jpg,27
512,./resources/mobilenet_mask/image_BS1_4349_03_29_14.jpg,37
513,./resources/mobilenet_mask/image_BS1_6546_03_33_56.jpg,54
515,./resources/mobilenet_mask/image_BS1_8065_03_37_10.jpg,51
517,./resources/mobilenet_mask/image_BS1_4573_03_29_43.jpg,59
518,./resources/mobilenet_mask/image_BS1_6475_03_33_47.jpg,9
519,./resources/mobilenet_mask/image_BS1_8578_03_38_17.jpg,3
520,./resources/mobilenet_mask/image_BS1_3926_03_28_20.jpg,55
521,./resources/mobilenet_mask/image_BS1_268_03_20_32.jpg,55
522,./resources/mobilenet_mask/image_BS1_1069_03_22_15.jpg,2
523,./resources/mobilenet_mask/image_BS1_8075_03_37_12.jpg,45
524,./resources/mobilenet_mask/image_BS1_2044_03_24_20.jpg,48
526,./resources/mobilenet_mask/image_BS1_6491_03_33_49.jpg,20
527,./resources/mobilenet_mask/image_BS1_581_03_21_12.jpg,6
528,./resources/mobilenet_mask/image_BS1_5092_03_30_49.jpg,58
529,./resources/mobilenet_mask/image_BS1_4806_03_30_13.jpg,14
531,./resources/mobilenet_mask/image_BS1_5924_03_32_36.jpg,29
532,./resources/mobilenet_mask/image_BS1_575_03_21_11.jpg,4
533,./resources/mobilenet_mask/image_BS1_8579_03_38_17.jpg,4
534,./resources/mobilenet_mask/image_BS1_9472_03_40_14.jpg,7
535,./resources/mobilenet_mask/image_BS1_2806_03_25_57.jpg,59
537,./resources/mobilenet_mask/image_BS1_7839_03_36_42.jpg,31
538,./resources/mobilenet_mask/image_BS1_7822_03_36_39.jpg,14
540,./resources/mobilenet_mask/image_BS1_4889_03_30_23.jpg,51
542,./resources/mobilenet_mask/image_BS1_349_03_20_42.jpg,11
543,./resources/mobilenet_mask/image_BS1_5367_03_31_24.jpg,34
544,./resources/mobilenet_mask/image_BS1_9846_03_41_02.jpg,59
545,./resources/mobilenet_mask/image_BS1_5143_03_30_56.jpg,17
546,./resources/mobilenet_mask/image_BS1_3906_03_28_17.jpg,38
547,./resources/mobilenet_mask/image_BS1_7860_03_36_44.jpg,51
548,./resources/mobilenet_mask/image_BS1_3379_03_27_10.jpg,48
549,./resources/mobilenet_mask/image_BS1_2538_03_25_23.jpg,17
550,./resources/mobilenet_mask/image_BS1_5910_03_32_34.jpg,17
551,./resources/mobilenet_mask/image_BS1_2302_03_24_52.jpg,13
552,./resources/mobilenet_mask/image_BS1_9538_03_40_22.jpg,55
555,./resources/mobilenet_mask/image_BS1_3620_03_27_41.jpg,48
556,./resources/mobilenet_mask/image_BS1_333_03_20_40.jpg,23
557,./resources/mobilenet_mask/image_BS1_324_03_20_39.jpg,28
558,./resources/mobilenet_mask/image_BS1_9896_03_41_09.jpg,28
559,./resources/mobilenet_mask/image_BS1_3380_03_27_10.jpg,48
560,./resources/mobilenet_mask/image_BS1_9851_03_41_03.jpg,59
561,./resources/mobilenet_mask/image_BS1_8630_03_38_24.jpg,52
563,./resources/mobilenet_mask/image_BS1_3322_03_27_03.jpg,6
564,./resources/mobilenet_mask/image_BS1_4885_03_30_23.jpg,49
565,./resources/mobilenet_mask/image_BS1_7006_03_34_55.jpg,7
566,./resources/mobilenet_mask/image_BS1_2818_03_25_58.jpg,52
567,./resources/mobilenet_mask/image_BS1_665_03_21_23.jpg,49
568,./resources/mobilenet_mask/image_BS1_3376_03_27_10.jpg,47
569,./resources/mobilenet_mask/image_BS1_4321_03_29_10.jpg,11
571,./resources/mobilenet_mask/image_BS1_1313_03_22_46.jpg,55
572,./resources/mobilenet_mask/image_BS1_2530_03_25_22.jpg,13
573,./resources/mobilenet_mask/image_BS1_9512_03_40_19.jpg,34
574,./resources/mobilenet_mask/image_BS1_3925_03_28_20.jpg,55
575,./resources/mobilenet_mask/image_BS1_658_03_21_22.jpg,44
576,./resources/mobilenet_mask/image_BS1_2556_03_25_25.jpg,23
578,./resources/mobilenet_mask/image_BS1_2514_03_25_20.jpg,3
579,./resources/mobilenet_mask/image_BS1_1061_03_22_14.jpg,7
581,./resources/mobilenet_mask/image_BS1_320_03_20_39.jpg,32
583,./resources/mobilenet_mask/image_BS1_667_03_21_23.jpg,51
584,./resources/mobilenet_mask/image_BS1_6809_03_34_29.jpg,52
585,./resources/mobilenet_mask/image_BS1_9887_03_41_07.jpg,37
587,./resources/mobilenet_mask/image_BS1_622_03_21_17.jpg,24
588,./resources/mobilenet_mask/image_BS1_8639_03_38_25.jpg,61
589,./resources/mobilenet_mask/image_BS1_5928_03_32_36.jpg,34
590,./resources/mobilenet_mask/image_BS1_5921_03_32_35.jpg,27
591,./resources/mobilenet_mask/image_BS1_1009_03_22_07.jpg,46
592,./resources/mobilenet_mask/image_BS1_7418_03_35_48.jpg,42
594,./resources/mobilenet_mask/image_BS1_7816_03_36_39.jpg,8
596,./resources/mobilenet_mask/image_BS1_5352_03_31_22.jpg,17
597,./resources/mobilenet_mask/image_BS1_280_03_20_33.jpg,51
598,./resources/mobilenet_mask/image_BS1_7835_03_36_41.jpg,26
599,./resources/mobilenet_mask/image_BS1_1317_03_22_47.jpg,57
600,./resources/mobilenet_mask/image_BS1_2533_03_25_22.jpg,14
602,./resources/mobilenet_mask/image_BS1_6838_03_34_33.jpg,25
603,./resources/mobilenet_mask/image_BS1_345_03_20_42.jpg,14
605,./resources/mobilenet_mask/image_BS1_9482_03_40_15.jpg,13
606,./resources/mobilenet_mask/image_BS1_4839_03_30_17.jpg,29
607,./resources/mobilenet_mask/image_BS1_1023_03_22_09.jpg,37
608,./resources/mobilenet_mask/image_BS1_7022_03_34_57.jpg,27
609,./resources/mobilenet_mask/image_BS1_4896_03_30_24.jpg,55
610,./resources/mobilenet_mask/image_BS1_6279_03_33_21.jpg,13
611,./resources/mobilenet_mask/image_BS1_7413_03_35_47.jpg,47
613,./resources/mobilenet_mask/image_BS1_8575_03_38_17.jpg,3
615,./resources/mobilenet_mask/image_BS1_4618_03_29_49.jpg,30
617,./resources/mobilenet_mask/image_BS1_8077_03_37_12.jpg,45
618,./resources/mobilenet_mask/image_BS1_2263_03_24_48.jpg,52
619,./resources/mobilenet_mask/image_BS1_340_03_20_41.jpg,17
620,./resources/mobilenet_mask/image_BS1_293_03_20_35.jpg,45
622,./resources/mobilenet_mask/image_BS1_6273_03_33_21.jpg,17
623,./resources/mobilenet_mask/image_BS1_8626_03_38_23.jpg,49
624,./resources/mobilenet_mask/image_BS1_1316_03_22_47.jpg,57
625,./resources/mobilenet_mask/image_BS1_7852_03_36_43.jpg,46
626,./resources/mobilenet_mask/image_BS1_8091_03_37_14.jpg,34
627,./resources/mobilenet_mask/image_BS1_4876_03_30_22.jpg,45
628,./resources/mobilenet_mask/image_BS1_1058_03_22_13.jpg,11
629,./resources/mobilenet_mask/image_BS1_669_03_21_23.jpg,51
630,./resources/mobilenet_mask/image_BS1_3337_03_27_05.jpg,17
631,./resources/mobilenet_mask/image_BS1_5347_03_31_22.jpg,14
632,./resources/mobilenet_mask/image_BS1_9906_03_41_10.jpg,19
633,./resources/mobilenet_mask/image_BS1_3865_03_28_12.jpg,3
634,./resources/mobilenet_mask/image_BS1_3395_03_27_12.jpg,57
635,./resources/mobilenet_mask/image_BS1_6815_03_34_30.jpg,46
636,./resources/mobilenet_mask/image_BS1_7024_03_34_57.jpg,30
637,./resources/mobilenet_mask/image_BS1_5358_03_31_23.jpg,23
638,./resources/mobilenet_mask/image_BS1_9888_03_41_08.jpg,34
639,./resources/mobilenet_mask/image_BS1_2289_03_24_51.jpg,26
640,./resources/mobilenet_mask/image_BS1_4831_03_30_16.jpg,27
641,./resources/mobilenet_mask/image_BS1_1030_03_22_10.jpg,29
643,./resources/mobilenet_mask/image_BS1_681_03_21_25.jpg,59
644,./resources/mobilenet_mask/image_BS1_8054_03_37_09.jpg,55
645,./resources/mobilenet_mask/image_BS1_2566_03_25_26.jpg,27
646,./resources/mobilenet_mask/image_BS1_2028_03_24_18.jpg,27
647,./resources/mobilenet_mask/image_BS1_7015_03_34_56.jpg,17
648,./resources/mobilenet_mask/image_BS1_8613_03_38_22.jpg,37
649,./resources/mobilenet_mask/image_BS1_2580_03_25_28.jpg,32
650,./resources/mobilenet_mask/image_BS1_4649_03_29_53.jpg,6
651,./resources/mobilenet_mask/image_BS1_3625_03_27_42.jpg,44
653,./resources/mobilenet_mask/image_BS1_5102_03_30_50.jpg,52
654,./resources/mobilenet_mask/image_BS1_9909_03_41_10.jpg,17
655,./resources/mobilenet_mask/image_BS1_2252_03_24_46.jpg,60
656,./resources/mobilenet_mask/image_BS1_4878_03_30_22.jpg,45
657,./resources/mobilenet_mask/image_BS1_5396_03_31_28.jpg,58
658,./resources/mobilenet_mask/image_BS1_4841_03_30_17.jpg,31
659,./resources/mobilenet_mask/image_BS1_5153_03_30_57.jpg,14
660,./resources/mobilenet_mask/image_BS1_4092_03_28_41.jpg,44
661,./resources/mobilenet_mask/image_BS1_306_03_20_37.jpg,39
662,./resources/mobilenet_mask/image_BS1_8108_03_37_16.jpg,17
663,./resources/mobilenet_mask/image_BS1_4849_03_30_18.jpg,34
664,./resources/mobilenet_mask/image_BS1_1047_03_22_12.jpg,17
665,./resources/mobilenet_mask/image_BS1_8591_03_38_19.jpg,17
666,./resources/mobilenet_mask/image_BS1_2583_03_25_28.jpg,36
668,./resources/mobilenet_mask/image_BS1_4369_03_29_16.jpg,54
670,./resources/mobilenet_mask/image_BS1_9892_03_41_08.jpg,30
671,./resources/mobilenet_mask/image_BS1_3646_03_27_44.jpg,27
672,./resources/mobilenet_mask/image_BS1_2053_03_24_21.jpg,55
673,./resources/mobilenet_mask/image_BS1_3352_03_27_07.jpg,29
674,./resources/mobilenet_mask/image_BS1_5389_03_31_27.jpg,54
675,./resources/mobilenet_mask/image_BS1_2010_03_24_15.jpg,7
676,./resources/mobilenet_mask/image_BS1_7010_03_34_55.jpg,11
677,./resources/mobilenet_mask/image_BS1_2529_03_25_21.jpg,13
678,./resources/mobilenet_mask/image_BS1_291_03_20_35.jpg,45
680,./resources/mobilenet_mask/image_BS1_6489_03_33_48.jpg,19
681,./resources/mobilenet_mask/image_BS1_4605_03_29_47.jpg,42
682,./resources/mobilenet_mask/image_BS1_6806_03_34_29.jpg,55
683,./resources/mobilenet_mask/image_BS1_5391_03_31_28.jpg,55
684,./resources/mobilenet_mask/image_BS1_8594_03_38_19.jpg,17
685,./resources/mobilenet_mask/image_BS1_9281_03_39_49.jpg,37
687,./resources/mobilenet_mask/image_BS1_1279_03_22_42.jpg,21
688,./resources/mobilenet_mask/image_BS1_2551_03_25_24.jpg,22
689,./resources/mobilenet_mask/image_BS1_9868_03_41_05.jpg,49
690,./resources/mobilenet_mask/image_BS1_2851_03_26_03.jpg,29
691,./resources/mobilenet_mask/image_BS1_5141_03_30_55.jpg,21
692,./resources/mobilenet_mask/image_BS1_4099_03_28_42.jpg,39
693,./resources/mobilenet_mask/image_BS1_1287_03_22_43.jpg,29
694,./resources/mobilenet_mask/image_BS1_353_03_20_43.jpg,11
695,./resources/mobilenet_mask/image_BS1_4647_03_29_52.jpg,7
697,./resources/mobilenet_mask/image_BS1_4353_03_29_14.jpg,40
699,./resources/mobilenet_mask/image_BS1_1014_03_22_08.jpg,42
700,./resources/mobilenet_mask/image_BS1_6468_03_33_46.jpg,4
702,./resources/mobilenet_mask/image_BS1_6842_03_34_34.jpg,21
703,./resources/mobilenet_mask/image_BS1_2562_03_25_26.jpg,26
704,./resources/mobilenet_mask/image_BS1_3329_03_27_04.jpg,11
705,./resources/mobilenet_mask/image_BS1_6289_03_33_23.jpg,6
707,./resources/mobilenet_mask/image_BS1_3638_03_27_43.jpg,34
708,./resources/mobilenet_mask/image_BS1_6262_03_33_19.jpg,28
709,./resources/mobilenet_mask/image_BS1_7856_03_36_44.jpg,47
710,./resources/mobilenet_mask/image_BS1_1053_03_22_13.jpg,13
711,./resources/mobilenet_mask/image_BS1_3320_03_27_03.jpg,4
712,./resources/mobilenet_mask/image_BS1_4575_03_29_43.jpg,59
713,./resources/mobilenet_mask/image_BS1_4335_03_29_12.jpg,22
714,./resources/mobilenet_mask/image_BS1_3670_03_27_47.jpg,3
715,./resources/mobilenet_mask/image_BS1_1068_03_22_15.jpg,3
716,./resources/mobilenet_mask/image_BS1_7012_03_34_55.jpg,14
717,./resources/mobilenet_mask/image_BS1_2258_03_24_47.jpg,55
719,./resources/mobilenet_mask/image_BS1_635_03_21_19.jpg,32
720,./resources/mobilenet_mask/image_BS1_5100_03_30_50.jpg,51
721,./resources/mobilenet_mask/image_BS1_4374_03_29_17.jpg,55
722,./resources/mobilenet_mask/image_BS1_298_03_20_36.jpg,42
723,./resources/mobilenet_mask/image_BS1_583_03_21_12.jpg,7
724,./resources/mobilenet_mask/image_BS1_4581_03_29_44.jpg,55
725,./resources/mobilenet_mask/image_BS1_2011_03_24_15.jpg,6
726,./resources/mobilenet_mask/image_BS1_4341_03_29_13.jpg,29
727,./resources/mobilenet_mask/image_BS1_3879_03_28_14.jpg,14
728,./resources/mobilenet_mask/image_BS1_300_03_20_36.jpg,42
729,./resources/mobilenet_mask/image_BS1_2267_03_24_48.jpg,47
730,./resources/mobilenet_mask/image_BS1_3623_03_27_41.jpg,46
731,./resources/mobilenet_mask/image_BS1_3627_03_27_42.jpg,43
732,./resources/mobilenet_mask/image_BS1_1266_03_22_40.jpg,11
733,./resources/mobilenet_mask/image_BS1_654_03_21_21.jpg,42
734,./resources/mobilenet_mask/image_BS1_9488_03_40_16.jpg,17
735,./resources/mobilenet_mask/image_BS1_9513_03_40_19.jpg,34
736,./resources/mobilenet_mask/image_BS1_2629_03_25_34.jpg,62
737,./resources/mobilenet_mask/image_BS1_1257_03_22_39.jpg,4
739,./resources/mobilenet_mask/image_BS1_1019_03_22_09.jpg,39
740,./resources/mobilenet_mask/image_BS1_7857_03_36_44.jpg,49
742,./resources/mobilenet_mask/image_BS1_2574_03_25_27.jpg,32
743,./resources/mobilenet_mask/image_BS1_4892_03_30_24.jpg,55
744,./resources/mobilenet_mask/image_BS1_4901_03_30_25.jpg,58
745,./resources/mobilenet_mask/image_BS1_7870_03_36_45.jpg,59
746,./resources/mobilenet_mask/image_BS1_6522_03_33_53.jpg,39
747,./resources/mobilenet_mask/image_BS1_8120_03_37_18.jpg,11
749,./resources/mobilenet_mask/image_BS1_3890_03_28_15.jpg,22
751,./resources/mobilenet_mask/image_BS1_4891_03_30_23.jpg,54
752,./resources/mobilenet_mask/image_BS1_4900_03_30_25.jpg,59
755,./resources/mobilenet_mask/image_BS1_2567_03_25_26.jpg,29
756,./resources/mobilenet_mask/image_BS1_9480_03_40_15.jpg,9
757,./resources/mobilenet_mask/image_BS1_8101_03_37_15.jpg,26
758,./resources/mobilenet_mask/image_BS1_9265_03_39_47.jpg,55
759,./resources/mobilenet_mask/image_BS1_4583_03_29_44.jpg,55
761,./resources/mobilenet_mask/image_BS1_8063_03_37_10.jpg,52
762,./resources/mobilenet_mask/image_BS1_6521_03_33_52.jpg,39
763,./resources/mobilenet_mask/image_BS1_314_03_20_38.jpg,34
764,./resources/mobilenet_mask/image_BS1_4829_03_30_16.jpg,26
766,./resources/mobilenet_mask/image_BS1_2313_03_24_54.jpg,3
767,./resources/mobilenet_mask/image_BS1_3345_03_27_06.jpg,22
768,./resources/mobilenet_mask/image_BS1_4894_03_30_24.jpg,56
769,./resources/mobilenet_mask/image_BS1_8637_03_38_25.jpg,59
770,./resources/mobilenet_mask/image_BS1_8125_03_37_18.jpg,6
771,./resources/mobilenet_mask/image_BS1_4117_03_28_44.jpg,17
772,./resources/mobilenet_mask/image_BS1_1300_03_22_45.jpg,39
773,./resources/mobilenet_mask/image_BS1_7840_03_36_42.jpg,32
774,./resources/mobilenet_mask/image_BS1_7847_03_36_43.jpg,39
775,./resources/mobilenet_mask/image_BS1_4087_03_28_40.jpg,49
776,./resources/mobilenet_mask/image_BS1_4653_03_29_53.jpg,6
777,./resources/mobilenet_mask/image_BS1_9307_03_39_52.jpg,11
778,./resources/mobilenet_mask/image_BS1_2578_03_25_28.jpg,33
779,./resources/mobilenet_mask/image_BS1_5125_03_30_53.jpg,34
780,./resources/mobilenet_mask/image_BS1_3364_03_27_08.jpg,39
781,./resources/mobilenet_mask/image_BS1_9476_03_40_14.jpg,11
782,./resources/mobilenet_mask/image_BS1_6836_03_34_33.jpg,27
783,./resources/mobilenet_mask/image_BS1_612_03_21_16.jpg,21
784,./resources/mobilenet_mask/image_BS1_8619_03_38_22.jpg,42
787,./resources/mobilenet_mask/image_BS1_9541_03_40_23.jpg,59
788,./resources/mobilenet_mask/image_BS1_4800_03_30_12.jpg,11
791,./resources/mobilenet_mask/image_BS1_9543_03_40_23.jpg,59
792,./resources/mobilenet_mask/image_BS1_7420_03_35_48.jpg,39
793,./resources/mobilenet_mask/image_BS1_4358_03_29_15.jpg,45
794,./resources/mobilenet_mask/image_BS1_8589_03_38_19.jpg,14
795,./resources/mobilenet_mask/image_BS1_5095_03_30_50.jpg,55
796,./resources/mobilenet_mask/image_BS1_1278_03_22_42.jpg,20
797,./resources/mobilenet_mask/image_BS1_2015_03_24_16.jpg,11
798,./resources/mobilenet_mask/image_BS1_2579_03_25_28.jpg,34
800,./resources/mobilenet_mask/image_BS1_7811_03_36_38.jpg,3
802,./resources/mobilenet_mask/image_BS1_1045_03_22_12.jpg,19
803,./resources/mobilenet_mask/image_BS1_6490_03_33_48.jpg,20
804,./resources/mobilenet_mask/image_BS1_4816_03_30_14.jpg,21
805,./resources/mobilenet_mask/image_BS1_4587_03_29_45.jpg,52
806,./resources/mobilenet_mask/image_BS1_9496_03_40_17.jpg,21
807,./resources/mobilenet_mask/image_BS1_601_03_21_15.jpg,17
808,./resources/mobilenet_mask/image_BS1_4585_03_29_44.jpg,54
809,./resources/mobilenet_mask/image_BS1_261_03_20_31.jpg,58
810,./resources/mobilenet_mask/image_BS1_4650_03_29_53.jpg,6
811,./resources/mobilenet_mask/image_BS1_2571_03_25_27.jpg,29
812,./resources/mobilenet_mask/image_BS1_8116_03_37_17.jpg,11
813,./resources/mobilenet_mask/image_BS1_1274_03_22_41.jpg,17
814,./resources/mobilenet_mask/image_BS1_1293_03_22_44.jpg,34
815,./resources/mobilenet_mask/image_BS1_1018_03_22_08.jpg,39
816,./resources/mobilenet_mask/image_BS1_1312_03_22_46.jpg,53
817,./resources/mobilenet_mask/image_BS1_5366_03_31_24.jpg,33
818,./resources/mobilenet_mask/image_BS1_4835_03_30_16.jpg,29
819,./resources/mobilenet_mask/image_BS1_2056_03_24_21.jpg,60
820,./resources/mobilenet_mask/image_BS1_1024_03_22_09.jpg,34
821,./resources/mobilenet_mask/image_BS1_7826_03_36_40.jpg,17
822,./resources/mobilenet_mask/image_BS1_5145_03_30_56.jpg,17
823,./resources/mobilenet_mask/image_BS1_997_03_22_06.jpg,54
824,./resources/mobilenet_mask/image_BS1_3892_03_28_15.jpg,23
825,./resources/mobilenet_mask/image_BS1_3664_03_27_46.jpg,11
826,./resources/mobilenet_mask/image_BS1_4101_03_28_42.jpg,34
827,./resources/mobilenet_mask/image_BS1_9903_03_41_10.jpg,20
828,./resources/mobilenet_mask/image_BS1_9506_03_40_18.jpg,29
829,./resources/mobilenet_mask/image_BS1_9862_03_41_04.jpg,51
830,./resources/mobilenet_mask/image_BS1_2602_03_25_31.jpg,45
831,./resources/mobilenet_mask/image_BS1_2032_03_24_18.jpg,34
832,./resources/mobilenet_mask/image_BS1_1026_03_22_09.jpg,34
833,./resources/mobilenet_mask/image_BS1_4796_03_30_11.jpg,6
834,./resources/mobilenet_mask/image_BS1_3374_03_27_10.jpg,44
835,./resources/mobilenet_mask/image_BS1_4376_03_29_17.jpg,58
836,./resources/mobilenet_mask/image_BS1_1003_03_22_06.jpg,48
837,./resources/mobilenet_mask/image_BS1_2030_03_24_18.jpg,29
838,./resources/mobilenet_mask/image_BS1_5374_03_31_25.jpg,39
839,./resources/mobilenet_mask/image_BS1_6801_03_34_28.jpg,57
841,./resources/mobilenet_mask/image_BS1_1063_03_22_14.jpg,7
842,./resources/mobilenet_mask/image_BS1_7850_03_36_43.jpg,43
843,./resources/mobilenet_mask/image_BS1_4311_03_29_09.jpg,3
844,./resources/mobilenet_mask/image_BS1_2042_03_24_19.jpg,45
845,./resources/mobilenet_mask/image_BS1_9857_03_41_04.jpg,55
846,./resources/mobilenet_mask/image_BS1_3867_03_28_12.jpg,4
847,./resources/mobilenet_mask/image_BS1_8638_03_38_25.jpg,59
850,./resources/mobilenet_mask/image_BS1_1283_03_22_42.jpg,26
851,./resources/mobilenet_mask/image_BS1_5131_03_30_54.jpg,29
852,./resources/mobilenet_mask/image_BS1_5335_03_31_20.jpg,3
853,./resources/mobilenet_mask/image_BS1_2521_03_25_21.jpg,7
854,./resources/mobilenet_mask/image_BS1_3919_03_28_19.jpg,49
855,./resources/mobilenet_mask/image_BS1_1298_03_22_44.jpg,39
856,./resources/mobilenet_mask/image_BS1_642_03_21_20.jpg,37
857,./resources/mobilenet_mask/image_BS1_630_03_21_18.jpg,29
858,./resources/mobilenet_mask/image_BS1_4317_03_29_10.jpg,6
859,./resources/mobilenet_mask/image_BS1_8118_03_37_17.jpg,11
860,./resources/mobilenet_mask/image_BS1_9901_03_41_09.jpg,23
861,./resources/mobilenet_mask/image_BS1_3598_03_27_38.jpg,58
862,./resources/mobilenet_mask/image_BS1_647_03_21_20.jpg,38
864,./resources/mobilenet_mask/image_BS1_611_03_21_16.jpg,20
865,./resources/mobilenet_mask/image_BS1_618_03_21_17.jpg,23
866,./resources/mobilenet_mask/image_BS1_4328_03_29_11.jpg,17
867,./resources/mobilenet_mask/image_BS1_1025_03_22_09.jpg,34
869,./resources/mobilenet_mask/image_BS1_8126_03_37_18.jpg,3
870,./resources/mobilenet_mask/image_BS1_4375_03_29_17.jpg,57
871,./resources/mobilenet_mask/image_BS1_9485_03_40_16.jpg,13
872,./resources/mobilenet_mask/image_BS1_1306_03_22_45.jpg,47
873,./resources/mobilenet_mask/image_BS1_682_03_21_25.jpg,59
874,./resources/mobilenet_mask/image_BS1_2588_03_25_29.jpg,38
875,./resources/mobilenet_mask/image_BS1_2282_03_24_50.jpg,34
876,./resources/mobilenet_mask/image_BS1_6271_03_33_20.jpg,21
877,./resources/mobilenet_mask/image_BS1_6243_03_33_17.jpg,45
878,./resources/mobilenet_mask/image_BS1_4636_03_29_51.jpg,17
879,./resources/mobilenet_mask/image_BS1_3628_03_27_42.jpg,42
880,./resources/mobilenet_mask/image_BS1_2858_03_26_03.jpg,26
881,./resources/mobilenet_mask/image_BS1_596_03_21_14.jpg,14
882,./resources/mobilenet_mask/image_BS1_2513_03_25_19.jpg,3
883,./resources/mobilenet_mask/image_BS1_9902_03_41_09.jpg,22
